"","S.No","ApparentPower","Type","solar","SolarPercent","WindPercent","Net","peak","dsm","current"
"14630",501,0.163280852,"Individual1",TRUE,0.180700988322496,0,0.133775840669461,FALSE,0,0.581634089867221
"14631",502,0.707875774,"Individual1",TRUE,0.0268238797783852,0,0.688887799340193,TRUE,0.0382110729580745,2.99516434495736
"14632",503,0.737547776,"Individual1",TRUE,0.286994771845639,0,0.525875420301622,FALSE,0,2.28641487087662
"14633",504,0.64756058,"Individual1",FALSE,0,0,0.64756058,FALSE,0,2.8154807826087
"14634",505,0.762135145,"Individual1",FALSE,0,0,0.762135145,FALSE,0,3.31363106521739
"14635",506,0.534140188,"Individual1",FALSE,0,0,0.534140188,FALSE,0,2.32234864347826
"14636",507,0.82993525,"Individual1",FALSE,0,0,0.82993525,FALSE,0,3.60841413043478
"14637",508,0.373975866,"Individual1",FALSE,0,0,0.373975866,FALSE,0,1.62598202608696
"14638",509,0.942753261,"Individual1",FALSE,0,0,0.942753261,FALSE,0,4.09892722173913
"14639",510,0.781761973,"Individual1",FALSE,0,0,0.781761973,FALSE,0,3.3989651
"14640",511,0.272723795,"Individual1",FALSE,0,0,0.272723795,TRUE,0.0756946601206437,1.18575563043478
"14641",512,0.1910454,"Individual1",FALSE,0,0,0.1910454,TRUE,0.0166760139865801,0.830632173913043
"14642",513,0.996994426,"Individual1",FALSE,0,0,0.996994426,TRUE,0.0463362497743219,4.33475837391304
"14643",514,0.474609056,"Individual1",FALSE,0,0,0.474609056,TRUE,0.0660547533305362,2.06351763478261
"14644",515,0.549616888,"Individual1",FALSE,0,0,0.549616888,FALSE,0,2.38963864347826
"14645",516,0.275825656,"Individual1",TRUE,0.170150006841868,0,0.228893918744437,FALSE,0,0.99519095106277
"14646",517,0.001186697,"Individual1",TRUE,0.0370978760533035,0,0.00114267306178117,FALSE,0,0.00496814374687466
"14647",518,0.10234334,"Individual1",TRUE,0.312744602747262,0,0.0703360127878721,FALSE,0,0.305808751251618
"14648",519,0.115608735,"Individual1",TRUE,0.3620854225941,0,0.0737484973319557,FALSE,0,0.32064564057372
"14649",520,0.784559349,"Individual1",TRUE,0.228824366722256,0,0.60503305280905,TRUE,0.0310756550403312,2.63057849047413
"14650",521,0.388470151,"Individual1",TRUE,0.274210658483207,0,0.281947495093219,TRUE,0.097560476581566,1.22585867431834
"14651",522,0.241113587,"Individual1",TRUE,0.329851759690791,0,0.161581846042691,TRUE,0.0305574376601726,0.702529765403005
"14652",523,0.583279687,"Individual1",TRUE,0.183159145340323,0,0.476446678034709,FALSE,0,2.07150729580308
"14653",524,0.898401515,"Individual1",TRUE,0.0453919972293079,0,0.857621275920314,TRUE,0.0169799025868997,3.72878815617528
"14654",525,0.54581758,"Individual1",TRUE,0.106862573605031,0,0.48749010868233,TRUE,0.07116671402473,2.11952221166231
"14655",526,0.106007025,"Individual1",TRUE,0.240784046798944,0,0.0804822245313831,FALSE,0,0.34992271535384
"14656",527,0.528151754,"Individual1",TRUE,0.0646314222365618,0,0.494016554982245,TRUE,0.0265230843797326,2.1478980651402
"14657",528,0.793445387,"Individual1",FALSE,0,0,0.793445387,FALSE,0,3.44976255217391
"14658",529,0.941060882,"Individual1",FALSE,0,0,0.941060882,TRUE,0.0396962166763842,4.09156905217391
"14659",530,0.639200072,"Individual1",FALSE,0,0,0.639200072,TRUE,0.0391921116039157,2.77913074782609
"14660",531,0.576749211,"Individual1",FALSE,0,0,0.576749211,FALSE,0,2.50760526521739
"14661",532,0.866143642,"Individual1",FALSE,0,0,0.866143642,FALSE,0,3.76584192173913
"14662",533,0.952120886,"Individual1",FALSE,0,0,0.952120886,TRUE,0.0902782115386799,4.13965602608696
"14663",534,0.622088552,"Individual1",FALSE,0,0,0.622088552,TRUE,0.000643535819835961,2.70473283478261
"14664",535,0.896413447,"Individual1",FALSE,0,0,0.896413447,FALSE,0,3.89744976956522
"14665",536,0.872154518,"Individual1",FALSE,0,0,0.872154518,TRUE,0.0968788540223613,3.79197616521739
"14666",537,0.639809348,"Individual1",FALSE,0,0,0.639809348,FALSE,0,2.78177977391304
"14667",538,0.62516442,"Individual1",FALSE,0,0,0.62516442,FALSE,0,2.71810617391304
"14668",539,0.891434907,"Individual1",FALSE,0,0,0.891434907,TRUE,0.0496974878478795,3.87580394347826
"14669",540,0.709738236,"Individual1",TRUE,0.353417999669909,0,0.45890396834363,TRUE,0.00344258472323418,1.9952346449723
"14670",541,0.187075016,"Individual1",TRUE,0.183649780228734,0,0.152718730425313,TRUE,0.0877413514303044,0.663994480110057
"14671",542,0.123680769,"Individual1",TRUE,0.0748324165120721,0,0.114425438179659,FALSE,0,0.497501905128951
"14672",543,0.809797643,"Individual1",TRUE,0.33361196666956,0,0.539639458714396,TRUE,0.0263661776436493,2.34625851614955
"14673",544,0.424504113,"Individual1",TRUE,0.313207295164466,0,0.291546327981079,FALSE,0,1.26759273035252
"14674",545,0.174546623,"Individual1",TRUE,0.167036575824022,0,0.145390952772433,TRUE,0.0442177960416302,0.63213457727145
"14675",546,0.971969676,"Individual1",TRUE,0.357010286021978,0,0.624966503966551,TRUE,0.0491786472965032,2.71724566941979
"14676",547,0.799506597,"Individual1",TRUE,0.179014641512185,0,0.656383210151418,FALSE,0,2.8538400441366
"14677",548,0.519011232,"Individual1",TRUE,0.124264002405107,0,0.454516819018474,TRUE,0.0861412000143901,1.97616008268902
"14678",549,0.302263903,"Individual1",TRUE,0.388625321444124,0,0.184796496535669,FALSE,0,0.803463028415954
"14679",550,0.915474404,"Individual1",TRUE,0.369935672637075,0,0.576807764574234,TRUE,0.0969790591159835,2.50785984597493
"14680",551,0.644403521,"Individual1",TRUE,0.230198944732547,0,0.496062510483862,FALSE,0,2.15679352384288
"14681",552,0.910600413,"Individual1",FALSE,0,0,0.910600413,TRUE,0.0840856906026602,3.95913223043478
"14682",553,0.575762942,"Individual1",FALSE,0,0,0.575762942,TRUE,0.022576061449945,2.50331713913043
"14683",554,0.520804359,"Individual1",FALSE,0,0,0.520804359,TRUE,0.0771170207066462,2.26436677826087
"14684",555,0.569508753,"Individual1",FALSE,0,0,0.569508753,FALSE,0,2.47612501304348
"14685",556,0.532252486,"Individual1",FALSE,0,0,0.532252486,TRUE,0.0469063554191962,2.31414124347826
"14686",557,0.569426187,"Individual1",FALSE,0,0,0.569426187,FALSE,0,2.47576603043478
"14687",558,0.990083003,"Individual1",FALSE,0,0,0.990083003,TRUE,0.00866643346380442,4.30470870869565
"14688",559,0.246727024,"Individual1",FALSE,0,0,0.246727024,TRUE,0.00967301761265844,1.07272619130435
"14689",560,0.964307718,"Individual1",FALSE,0,0,0.964307718,TRUE,0.0135400120634586,4.19264225217391
"14690",561,0.168205002,"Individual1",FALSE,0,0,0.168205002,FALSE,0,0.731326095652174
"14691",562,0.660050321,"Individual1",FALSE,0,0,0.660050321,TRUE,0.00531876932363957,2.86978400434783
"14692",563,0.906339174,"Individual1",FALSE,0,0,0.906339174,FALSE,0,3.94060510434783
"14693",564,0.912046146,"Individual1",TRUE,0.366795849520713,0,0.577511405075838,TRUE,0.0207281521055847,2.51091915250364
"14694",565,0.618910424,"Individual1",TRUE,0.21353717353195,0,0.48675004138958,FALSE,0,2.11630452778078
"14695",566,0.598623485,"Individual1",TRUE,0.292000697180629,0,0.423825010031302,FALSE,0,1.84271743491871
"14696",567,0.267682908,"Individual1",TRUE,0.00815897099673748,0,0.265498890917306,FALSE,0,1.15434300398829
"14697",568,0.702954588,"Individual1",TRUE,0.0687014646828175,0,0.654660578198893,FALSE,0,2.84635033999519
"14698",569,0.565061074,"Individual1",TRUE,0.234021931886673,0,0.432824389828562,TRUE,0.0393595830537379,1.88184517316766
"14699",570,0.044981895,"Individual1",TRUE,0.207344713807106,0,0.0356551368547237,FALSE,0,0.155022334150973
"14700",571,0.026674652,"Individual1",TRUE,0.00837293034419417,0,0.0264513069968484,FALSE,0,0.115005682594993
"14701",572,0.918965911,"Individual1",TRUE,0.154231876414269,0,0.777232074185722,FALSE,0,3.37926988776401
"14702",573,0.822322233,"Individual1",TRUE,0.280632656440139,0,0.591551760303423,FALSE,0,2.57196417523227
"14703",574,0.381334264,"Individual1",TRUE,0.024560390971601,0,0.371968545385292,FALSE,0,1.61725454515344
"14704",575,0.660117933,"Individual1",TRUE,0.28290627207607,0,0.473366429444409,TRUE,0.0691992498934269,2.05811491062786
"14705",576,0.508096336,"Individual1",FALSE,0,0,0.508096336,FALSE,0,2.20911450434783
"14706",577,0.729850542,"Individual1",FALSE,0,0,0.729850542,TRUE,0.0561685924883932,3.17326322608696
"14707",578,0.261650015,"Individual1",FALSE,0,0,0.261650015,TRUE,0.0907892036251724,1.13760876086957
"14708",579,0.564513148,"Individual1",FALSE,0,0,0.564513148,TRUE,0.0823559643235058,2.45440499130435
"14709",580,0.474848092,"Individual1",FALSE,0,0,0.474848092,FALSE,0,2.06455692173913
"14710",581,0.48691917,"Individual1",FALSE,0,0,0.48691917,FALSE,0,2.11703986956522
"14711",582,0.007962363,"Individual1",FALSE,0,0,0.007962363,FALSE,0,0.0346189695652174
"14712",583,0.944861345,"Individual1",FALSE,0,0,0.944861345,TRUE,0.0725709343561903,4.10809280434783
"14713",584,0.093113221,"Individual1",FALSE,0,0,0.093113221,FALSE,0,0.404840091304348
"14714",585,0.259761107,"Individual1",FALSE,0,0,0.259761107,FALSE,0,1.1293961173913
"14715",586,0.328969717,"Individual1",FALSE,0,0,0.328969717,FALSE,0,1.4303031173913
"14716",587,0.630840182,"Individual1",FALSE,0,0,0.630840182,TRUE,0.0396493629319593,2.7427834
"14717",588,0.509008018,"Individual1",TRUE,0.376740757655352,0,0.317243951646031,FALSE,0,1.37932152889579
"14718",589,0.407068167,"Individual1",TRUE,0.219629919249564,0,0.317663818352722,FALSE,0,1.38114703631618
"14719",590,0.267982555,"Individual1",TRUE,0.213589535560459,0,0.210744285539245,TRUE,0.0777933458331972,0.916279502344543
"14720",591,0.556392721,"Individual1",TRUE,0.177222487796098,0,0.45778741879274,TRUE,0.0560724054230377,1.99038008170756
"14721",592,0.563690788,"Individual1",TRUE,0.253798048011959,0,0.420627166323277,FALSE,0,1.82881376662294
"14722",593,0.614963708,"Individual1",TRUE,0.215922732371837,0,0.482179063859124,TRUE,0.0283499911660329,2.09643071243097
"14723",594,0.05475028,"Individual1",TRUE,0.364291827939451,0,0.0348052004186033,FALSE,0,0.151326958341753
"14724",595,0.32246709,"Individual1",TRUE,0.294829692039639,0,0.227394217162382,FALSE,0,0.988670509401659
"14725",596,0.029351786,"Individual1",TRUE,0.187017085310072,0,0.023862500533635,TRUE,0.0648006270406768,0.103750002320152
"14726",597,0.175408999,"Individual1",TRUE,0.33487622058019,0,0.116668696359126,TRUE,0.0225194005761296,0.507255201561416
"14727",598,0.449144967,"Individual1",TRUE,0.36196415964514,0,0.286570586461001,TRUE,0.00577406026422977,1.24595907156957
"14728",599,0.143535277,"Individual1",TRUE,0.16350957043469,0,0.120065885515506,FALSE,0,0.522025589197851
"14729",600,0.070829954,"Individual1",FALSE,0,0,0.070829954,FALSE,0,0.30795632173913
"14730",601,0.836890287,"Individual1",FALSE,0,0,0.836890287,FALSE,0,3.63865342173913
"14731",602,0.137779471,"Individual1",FALSE,0,0,0.137779471,TRUE,0.0232584195677191,0.599041178260869
"14732",603,0.292960894,"Individual1",FALSE,0,0,0.292960894,FALSE,0,1.2737430173913
"14733",604,0.566929232,"Individual1",FALSE,0,0,0.566929232,TRUE,0.0771499656140804,2.46490970434783
"14734",605,0.356318077,"Individual1",FALSE,0,0,0.356318077,TRUE,0.0294883978785947,1.54920903043478
"14735",606,0.227568876,"Individual1",FALSE,0,0,0.227568876,TRUE,0.00360964932478964,0.989429895652174
"14736",607,0.362493713,"Individual1",FALSE,0,0,0.362493713,TRUE,0.00245048622600734,1.57605962173913
"14737",608,0.380671759,"Individual1",FALSE,0,0,0.380671759,TRUE,0.0540634717326611,1.65509460434783
"14738",609,0.47764825,"Individual1",FALSE,0,0,0.47764825,TRUE,0.0105322321178392,2.07673152173913
"14739",610,0.296281708,"Individual1",FALSE,0,0,0.296281708,FALSE,0,1.28818133913043
"14740",611,0.440754667,"Individual1",FALSE,0,0,0.440754667,TRUE,0.081170894834213,1.91632463913043
"14741",612,0.151744787,"Individual1",TRUE,0.166601612977684,0,0.126463860724845,FALSE,0,0.549842872716717
"14742",613,0.238580502,"Individual1",TRUE,0.379747969843447,0,0.14798004072127,FALSE,0,0.643391481396824
"14743",614,0.834275864,"Individual1",TRUE,0.224608322698623,0,0.646890561519015,TRUE,0.0416474915109575,2.81256765877833
"14744",615,0.604826685,"Individual1",TRUE,0.0498451444320381,0,0.574679011529824,TRUE,0.0730555260088295,2.49860439795576
"14745",616,0.668625227,"Individual1",TRUE,0.172350059170276,0,0.553387629563811,TRUE,0.0345706903375685,2.40603317201657
"14746",617,0.420482481,"Individual1",TRUE,0.315700563415885,0,0.287735924841791,FALSE,0,1.2510257601817
"14747",618,0.632004968,"Individual1",TRUE,0.015975399594754,0,0.62190843609033,FALSE,0,2.70394972213187
"14748",619,0.265871294,"Individual1",TRUE,0.292042800039053,0,0.188225496850234,TRUE,0.036513010179624,0.818371725435799
"14749",620,0.920456094,"Individual1",TRUE,0.109818184468895,0,0.819373276873589,TRUE,0.0740706839133054,3.56249250814604
"14750",621,0.840338775,"Individual1",TRUE,0.0267259598709643,0,0.817879914621335,FALSE,0,3.55599962878841
"14751",622,0.431263767,"Individual1",TRUE,0.0986453065648675,0,0.388721620493965,FALSE,0,1.69009400214768
"14752",623,0.446221394,"Individual1",TRUE,0.0820043464191258,0,0.409629300226799,FALSE,0,1.78099695750782
"14753",624,0.266416546,"Individual1",FALSE,0,0,0.266416546,FALSE,0,1.15833280869565
"14754",625,0.765595277,"Individual1",FALSE,0,0,0.765595277,TRUE,0.00624122759327292,3.3286751173913
"14755",626,0.60248495,"Individual1",FALSE,0,0,0.60248495,TRUE,0.0244915737537667,2.6194997826087
"14756",627,0.167525693,"Individual1",FALSE,0,0,0.167525693,FALSE,0,0.72837257826087
"14757",628,0.720836882,"Individual1",FALSE,0,0,0.720836882,TRUE,0.0216786136850715,3.1340734
"14758",629,0.098341262,"Individual1",FALSE,0,0,0.098341262,FALSE,0,0.427570704347826
"14759",630,0.071487976,"Individual1",FALSE,0,0,0.071487976,FALSE,0,0.310817286956522
"14760",631,0.291235913,"Individual1",FALSE,0,0,0.291235913,FALSE,0,1.2662431
"14761",632,0.719388725,"Individual1",FALSE,0,0,0.719388725,TRUE,0.0204813056858256,3.12777706521739
"14762",633,0.086496904,"Individual1",FALSE,0,0,0.086496904,FALSE,0,0.376073495652174
"14763",634,0.836301911,"Individual1",FALSE,0,0,0.836301911,TRUE,0.0103047640062869,3.63609526521739
"14764",635,0.471257866,"Individual1",FALSE,0,0,0.471257866,TRUE,0.0366600660141557,2.04894724347826
"14765",636,0.63496741,"Individual1",TRUE,0.339162544813007,0,0.419610247351076,TRUE,0.0603520535165444,1.82439237978729
"14766",637,0.469702545,"Individual1",TRUE,0.202423956524581,0,0.374623497451435,TRUE,0.0956978703849018,1.62879781500624
"14767",638,0.020329629,"Individual1",TRUE,0.0941704244352877,0,0.0184151792084581,FALSE,0,0.0800659965585133
"14768",639,0.694998228,"Individual1",TRUE,0.152253795601428,0,0.589182109850734,TRUE,0.0355659428052604,2.5616613471771
"14769",640,0.391449255,"Individual1",TRUE,0.308825813885778,0,0.270559620229643,FALSE,0,1.17634617491149
"14770",641,0.387511719,"Individual1",TRUE,0.310180379636586,0,0.267313186886954,FALSE,0,1.16223124733458
"14771",642,0.11932478,"Individual1",TRUE,0.235162107367069,0,0.0912641132740882,FALSE,0,0.396800492496036
"14772",643,0.089567008,"Individual1",TRUE,0.240911992266774,0,0.0679892416613459,TRUE,0.0680294117657468,0.295605398527591
"14773",644,0.968299687,"Individual1",TRUE,0.0114407593384385,0,0.957221603313548,TRUE,0.0465422078967094,4.16183305788499
"14774",645,0.07665835,"Individual1",TRUE,0.396836207248271,0,0.0462375411320895,TRUE,0.0393548993626609,0.201032787530824
"14775",646,0.406665938,"Individual1",TRUE,0.0126749412156641,0,0.401511471141437,TRUE,0.056892672390677,1.74570204844103
"14776",647,0.108760648,"Individual1",TRUE,0.154570197872818,0,0.0919494931178641,FALSE,0,0.399780404860279
"14777",648,0.242278554,"Individual1",FALSE,0,0,0.242278554,TRUE,0.0751755989855155,1.0533850173913
"14778",649,0.092795506,"Individual1",FALSE,0,0,0.092795506,FALSE,0,0.40345872173913
"14779",650,0.84553372,"Individual1",FALSE,0,0,0.84553372,TRUE,0.0314786239527166,3.67623356521739
"14780",651,0.477009247,"Individual1",FALSE,0,0,0.477009247,FALSE,0,2.07395324782609
"14781",652,0.271722834,"Individual1",FALSE,0,0,0.271722834,FALSE,0,1.18140362608696
"14782",653,0.342516684,"Individual1",FALSE,0,0,0.342516684,FALSE,0,1.48920297391304
"14783",654,0.059037949,"Individual1",FALSE,0,0,0.059037949,FALSE,0,0.256686734782609
"14784",655,0.433135059,"Individual1",FALSE,0,0,0.433135059,TRUE,0.0057538102613762,1.88319590869565
"14785",656,0.186071914,"Individual1",FALSE,0,0,0.186071914,FALSE,0,0.80900832173913
"14786",657,0.577737897,"Individual1",FALSE,0,0,0.577737897,TRUE,0.0709076996892691,2.5119039
"14787",658,0.856057934,"Individual1",FALSE,0,0,0.856057934,TRUE,0.0535566769773141,3.7219910173913
"14788",659,0.021835281,"Individual1",FALSE,0,0,0.021835281,FALSE,0,0.0949360043478261
"14789",660,0.895140438,"Individual1",TRUE,0.280835107620805,0,0.643753576758535,TRUE,0.00564439832232893,2.79892859460233
"14790",661,0.456376222,"Individual1",TRUE,0.27368426322937,0,0.331473231926527,FALSE,0,1.44118796489794
"14791",662,0.061963519,"Individual1",TRUE,0.0353279398754239,0,0.0597744755262983,FALSE,0,0.259889024027384
"14792",663,0.954523055,"Individual1",TRUE,0.262044582515955,0,0.704395459550671,FALSE,0,3.06258895456814
"14793",664,0.880676002,"Individual1",TRUE,0.0568079721182585,0,0.830646584233165,TRUE,0.0659921130398288,3.61150688797028
"14794",665,0.50535535,"Individual1",TRUE,0.287926380243152,0,0.359850213337989,TRUE,0.055004546418786,1.56456614494778
"14795",666,0.996606231,"Individual1",TRUE,0.180672276578844,0,0.816547114392569,TRUE,0.0986760692670941,3.55020484518508
"14796",667,0.731824819,"Individual1",TRUE,0.244213422667235,0,0.55310337515918,TRUE,0.0996340142795816,2.40479728330078
"14797",668,0.987081698,"Individual1",TRUE,0.0434852549806237,0,0.944158198675763,TRUE,0.0919708602363244,4.10503564641636
"14798",669,0.012811569,"Individual1",TRUE,0.127221091743559,0,0.0111816672048721,FALSE,0,0.048615944369009
"14799",670,0.720843791,"Individual1",TRUE,0.287052693124861,0,0.513923639471116,FALSE,0,2.23445060639616
"14800",671,0.071160026,"Individual1",TRUE,0.272971813660115,0,0.0517353446426791,TRUE,0.0216556226368994,0.224936281055126
"14801",672,0.847862855,"Individual1",FALSE,0,0,0.847862855,TRUE,0.0393993724137545,3.68636023913043
"14802",673,0.871728688,"Individual1",FALSE,0,0,0.871728688,TRUE,0.00549629887100309,3.79012473043478
"14803",674,0.456727593,"Individual1",FALSE,0,0,0.456727593,TRUE,0.00677307059522718,1.98577214347826
"14804",675,0.635010972,"Individual1",FALSE,0,0,0.635010972,TRUE,0.0372343132039532,2.76091726956522
"14805",676,0.841785059,"Individual1",FALSE,0,0,0.841785059,FALSE,0,3.65993503913043
"14806",677,0.165288235,"Individual1",FALSE,0,0,0.165288235,FALSE,0,0.7186445
"14807",678,0.330890132,"Individual1",FALSE,0,0,0.330890132,FALSE,0,1.43865274782609
"14808",679,0.678248742,"Individual1",FALSE,0,0,0.678248742,FALSE,0,2.94890757391304
"14809",680,0.425231727,"Individual1",FALSE,0,0,0.425231727,TRUE,0.0649432505713776,1.84883359565217
"14810",681,0.81840123,"Individual1",FALSE,0,0,0.81840123,TRUE,0.0725514073390514,3.5582662173913
"14811",682,0.288705019,"Individual1",FALSE,0,0,0.288705019,FALSE,0,1.25523921304348
"14812",683,0.264268687,"Individual1",FALSE,0,0,0.264268687,FALSE,0,1.14899429130435
"14813",684,0.279635498,"Individual1",TRUE,0.15864913193509,0,0.235271568984063,FALSE,0,1.0229198651481
"14814",685,0.534789086,"Individual1",TRUE,0.0218997873365879,0,0.523077318746672,FALSE,0,2.27424921194205
"14815",686,0.349359083,"Individual1",TRUE,0.0408791269175708,0,0.335077588706237,TRUE,0.0639768736436963,1.45685908133146
"14816",687,0.522609021,"Individual1",TRUE,0.245254142954946,0,0.394436993454122,TRUE,0.0024209258845076,1.71494344980053
"14817",688,0.54875346,"Individual1",TRUE,0.261579212080687,0,0.405210962306649,TRUE,0.0738039490766823,1.7617867926376
"14818",689,0.122121655,"Individual1",TRUE,0.0814249715767801,0,0.112177902712716,FALSE,0,0.487730011794416
"14819",690,0.642102241,"Individual1",TRUE,0.260375609993935,0,0.474914478321153,TRUE,0.036223499616608,2.06484555791805
"14820",691,0.622102885,"Individual1",TRUE,0.270200367085636,0,0.454010457107967,TRUE,0.0824290194781497,1.97395850916507
"14821",692,0.971140356,"Individual1",TRUE,0.204582917131484,0,0.772461629025413,TRUE,0.0328066978370771,3.35852882184962
"14822",693,0.703250357,"Individual1",TRUE,0.18317220536992,0,0.574434438181127,TRUE,0.0685472985496745,2.49754103557012
"14823",694,0.794235162,"Individual1",TRUE,0.0721067569218576,0,0.736965440234874,FALSE,0,3.20419756623858
"14824",695,0.379568543,"Individual1",TRUE,0.107128593046218,0,0.338905899023807,FALSE,0,1.47350390879916
"14825",696,0.174351653,"Individual1",FALSE,0,0,0.174351653,FALSE,0,0.758050665217391
"14826",697,0.863082297,"Individual1",FALSE,0,0,0.863082297,FALSE,0,3.75253172608696
"14827",698,0.469313508,"Individual1",FALSE,0,0,0.469313508,TRUE,0.0317099256906658,2.04049351304348
"14828",699,0.737738068,"Individual1",FALSE,0,0,0.737738068,FALSE,0,3.2075568173913
"14829",700,0.326116811,"Individual1",FALSE,0,0,0.326116811,FALSE,0,1.41789917826087
"14830",701,0.477886454,"Individual1",FALSE,0,0,0.477886454,TRUE,0.0278758099768311,2.07776719130435
"14831",702,0.856440964,"Individual1",FALSE,0,0,0.856440964,FALSE,0,3.72365636521739
"14832",703,0.760493129,"Individual1",FALSE,0,0,0.760493129,TRUE,0.0632818698883057,3.30649186521739
"14833",704,0.355411847,"Individual1",FALSE,0,0,0.355411847,TRUE,0.00253676662687212,1.5452689
"14834",705,0.377033959,"Individual1",FALSE,0,0,0.377033959,FALSE,0,1.6392780826087
"14835",706,0.552903609,"Individual1",FALSE,0,0,0.552903609,FALSE,0,2.40392873478261
"14836",707,0.834223892,"Individual1",FALSE,0,0,0.834223892,FALSE,0,3.6270604
"14837",708,0.830827604,"Individual1",TRUE,0.314661210030317,0,0.569398384798771,TRUE,0.0740766773931682,2.475645151299
"14838",709,0.022876166,"Individual1",TRUE,0.242665083147585,0,0.017324919275512,TRUE,0.00126404408365488,0.0753257359804871
"14839",710,0.454502911,"Individual1",TRUE,0.0587389019317925,0,0.427805909083057,TRUE,0.0979733894346282,1.86002569166546
"14840",711,0.901460144,"Individual1",TRUE,0.224581791553646,0,0.699008609846272,TRUE,0.0605021759402007,3.03916786889683
"14841",712,0.25644337,"Individual1",TRUE,0.247952046617866,0,0.192857711566917,FALSE,0,0.83851178942138
"14842",713,0.71439197,"Individual1",TRUE,0.00399951012805104,0,0.711534752080587,FALSE,0,3.09362935687212
"14843",714,0.85944697,"Individual1",TRUE,0.185137689113617,0,0.7003309440585,TRUE,0.0800746660912409,3.04491714808043
"14844",715,0.711038396,"Individual1",TRUE,0.333665869478136,0,0.473789151366321,TRUE,0.0869731722865254,2.05995283202748
